,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
2014,"CATFISHES, BULLHEAD",,,,,Public,Recreational
2014,"CATFISHES, BULLHEAD **",,,,,Confidential,Commercial
2014,"CATFISHES, BULLHEAD **","41,223",19,"18,464","23,401",Public,Commercial
2014,"CATFISHES, FORKTAIL **","519,817",236,"156,584","198,459",Public,Commercial
2014,"CATFISHES, SEA",,,,,Public,Recreational
2014,"CATFISHES, SEA **","63,565",29,"36,391","46,123",Public,Commercial
2014,CERO,"5,288",2,"6,989","8,859",Public,Commercial
2014,CERO,"138,036",63,,,Public,Recreational
2014,CHERUBFISH,764,0,"3,277","4,153",Public,Commercial
2014,CHITONS **,,,,,Confidential,Commercial
2014,CHITONS **,148,0,785,995,Public,Commercial
2014,"CHOICE, SAILORS","87,094",40,,,Public,Recreational
2014,"CHROMIS, BLUE","7,303",3,"20,512","25,997",Public,Commercial
2014,"CHROMIS, BROWN",,,,,Confidential,Commercial
2014,"CHROMIS, BROWN",337,0,"1,141","1,446",Public,Commercial
2014,"CHUB, BERMUDA",,,,,Confidential,Commercial
2014,"CHUB, BERMUDA",218,0,187,237,Public,Commercial
2014,"CHUB, BERMUDA","18,186",8,,,Public,Recreational
2014,"CHUB, GRAY","103,882",47,,,Public,Recreational
2014,"CHUB, LOWFIN","4,537",2,,,Public,Recreational
2014,"CHUB, YELLOW","2,053",1,,,Public,Recreational
2014,CHUBS **,"105,286",48,"280,018","354,902",Public,Commercial
2014,"CLAM, ANGELWING",,,,,Confidential,Commercial
2014,"CLAM, ARK, BLOOD","70,078",32,"153,643","194,732",Public,Commercial
2014,"CLAM, BOX, JEWEL **",78,0,125,158,Public,Commercial
2014,"CLAM, FILE, SPINY",,,,,Confidential,Commercial
2014,"CLAM, FILE, SPINY",431,0,738,935,Public,Commercial
2014,"CLAM, GEODUCK","2,049,174",929,"61,138,289","77,488,325",Public,Commercial
2014,"CLAM, MANILA",,,,,Confidential,Commercial
2014,"CLAM, MANILA","969,344",440,"19,401,873","24,590,461",Public,Commercial
2014,"CLAM, PACIFIC GEODUCK","706,007",320,"2,891,088","3,664,243",Public,Commercial
2014,"CLAM, PACIFIC LITTLENECK",,,,,Confidential,Commercial
2014,"CLAM, PACIFIC LITTLENECK","19,775",9,"75,643","95,872",Public,Commercial
2014,"CLAM, PACIFIC RAZOR","140,919",64,"669,849","848,984",Public,Commercial
2014,"CLAM, PACIFIC, GAPER **",,,,,Confidential,Commercial
2014,"CLAM, PACIFIC, GAPER **","34,975",16,"89,914","113,959",Public,Commercial
2014,"CLAM, QUAHOG, FALSE",,,,,Confidential,Commercial
2014,"CLAM, QUAHOG, NORTHERN","6,494,716","2,946","48,075,527","60,932,227",Public,Commercial
2014,"CLAM, QUAHOG, OCEAN",,,,,Confidential,Commercial
2014,"CLAM, QUAHOG, OCEAN","13,859,987","6,287","11,052,078","14,007,703",Public,Commercial
2014,"CLAM, QUAHOG, SOUTHERN","43,605",20,"281,906","357,295",Public,Commercial
2014,"CLAM, RAZOR, ATLANTIC",,,,,Confidential,Commercial
2014,"CLAM, RAZOR, ATLANTIC","190,220",86,"1,978,665","2,507,813",Public,Commercial
2014,"CLAM, SOFT","3,888,838","1,764","26,105,461","33,086,770",Public,Commercial
2014,"CLAM, STOUT TAGELUS (STUBBY RAZOR/BAMBOO)",,,,,Confidential,Commercial
2014,"CLAM, SURF, ATLANTIC",,,,,Confidential,Commercial
2014,"CLAM, SURF, ATLANTIC","38,863,133","17,628","28,217,393","35,763,490",Public,Commercial
2014,CLAMS **,,,,,Confidential,Commercial
2014,CLAMS **,"6,307",3,"45,725","57,953",Public,Commercial
2014,"CLAMS, PENSHELL **",,,,,Confidential,Commercial
2014,"CLAMS, PENSHELL **","2,507",1,"2,020","2,560",Public,Commercial
2014,"CLAMS, PITAR **","4,180",2,"1,045","1,324",Public,Commercial
2014,"CLAMS, QUAHOG, MERCENARIA **",,,,,Confidential,Commercial
2014,"CLAMS, QUAHOG, MERCENARIA **","537,674",244,"3,497,282","4,432,550",Public,Commercial
2014,CLINGFISHES **,178,0,183,232,Public,Commercial
2014,CLINID FAMILY,,,,,Public,Recreational
2014,COBIA,,,,,Confidential,Commercial
2014,COBIA,"232,976",106,"716,061","907,555",Public,Commercial
2014,COBIA,"4,324,210","1,961",,,Public,Recreational
2014,"COCKLE, NUTTALL",,,,,Confidential,Commercial
2014,"COCKLE, NUTTALL","79,148",36,"118,946","150,755",Public,Commercial
2014,"COD, ATLANTIC",,,,,Confidential,Commercial
2014,"COD, ATLANTIC","5,171,563","2,346","9,355,616","11,857,561",Public,Commercial
2014,"COD, ATLANTIC","2,814,994","1,277",,,Public,Recreational
2014,"COD, PACIFIC",,,,,Confidential,Commercial
2014,"COD, PACIFIC","717,560,043","325,483","153,723,874","194,833,808",Public,Commercial
2014,"COD, PACIFIC","2,165",1,,,Public,Recreational
2014,CODFISHES,176,0,,,Public,Recreational
2014,CODFISHES **,,,,,Confidential,Commercial
2014,"COMBER, PAINTED",,,,,Confidential,Commercial
2014,"COMBER, PAINTED",166,0,83,105,Public,Commercial
2014,"CONCH, CROWN",,,,,Confidential,Commercial
2014,"CONCH, CROWN","1,616",1,"1,197","1,516",Public,Commercial
2014,"CONCH, FLORIDA FIGHTING",,,,,Confidential,Commercial
2014,"CONCH, FLORIDA FIGHTING","3,560",2,"4,052","5,136",Public,Commercial
2014,"CONCH, HAWKWING",,,,,Confidential,Commercial
2014,"CONCH, HAWKWING",154,0,174,220,Public,Commercial
2014,"CONCH, HORSE",,,,,Confidential,Commercial
2014,"CONCH, HORSE",378,0,"1,930","2,446",Public,Commercial
2014,"CONCH, MILK",,,,,Confidential,Commercial
2014,CONCHS **,,,,,Confidential,Commercial
2014,CONCHS **,"951,101",431,"1,636,576","2,074,242",Public,Commercial
2014,"CONGER EEL, MUSTACHE",,,,,Public,Recreational
2014,"CORAL, DEEPWATER","2,364",1,"6,388","8,095",Public,Commercial
2014,"CORALLIMORPH, DISCOSOMA **",,,,,Confidential,Commercial
2014,"CORALLIMORPH, DISCOSOMA **","2,678",1,"15,217","19,286",Public,Commercial
2014,"CORALLIMORPH, FLORIDA",,,,,Confidential,Commercial
2014,"CORALLIMORPH, FLORIDA","47,095",21,"168,501","213,562",Public,Commercial
2014,CORALLIMORPHARIA **,899,0,"4,985","6,318",Public,Commercial
2014,CORALLINACEAE **,,,,,Confidential,Commercial
2014,"CORBINA, CALIFORNIA","9,213",4,,,Public,Recreational
2014,"CORVINA, SHORTFIN",816,0,,,Public,Recreational
2014,COTTONWICK,,,,,Confidential,Commercial
2014,COTTONWICK,754,0,"9,819","12,445",Public,Commercial
2014,COTTONWICK,64,0,,,Public,Recreational
2014,"COWFISH, HONEYCOMBED",,,,,Confidential,Commercial
2014,"COWFISH, HONEYCOMBED",745,0,902,"1,143",Public,Commercial
2014,"COWFISH, SCRAWLED",,,,,Confidential,Commercial
2014,"COWFISH, SCRAWLED","1,791",1,"1,662","2,107",Public,Commercial
2014,"COWFISH, SCRAWLED",494,0,,,Public,Recreational
2014,"COWRIE, ATLANTIC DEER",,,,,Confidential,Commercial
2014,"COWRIE, ATLANTIC DEER",238,0,641,813,Public,Commercial
2014,"COWRIE, ATLANTIC GRAY",49,0,74,93,Public,Commercial
2014,"COWRIE, MEASLED",,,,,Confidential,Commercial
2014,"CRAB, ATLANTIC ROCK",,,,,Confidential,Commercial
2014,"CRAB, ATLANTIC ROCK","1,581,808",718,"769,360","975,107",Public,Commercial
2014,"CRAB, BLUE",,,,,Confidential,Commercial
2014,"CRAB, BLUE","140,442,432","63,704","215,732,144","273,424,772",Public,Commercial
2014,"CRAB, BLUE LAND",,,,,Confidential,Commercial
2014,"CRAB, DUNGENESS","55,141,832","25,012","211,577,237","268,158,728",Public,Commercial
2014,"CRAB, FALSE ARROW","2,359",1,"2,938","3,724",Public,Commercial
2014,"CRAB, FLORIDA STONE",,,,,Confidential,Commercial
2014,"CRAB, FLORIDA STONE","45,453",21,"130,195","165,013",Public,Commercial
2014,"CRAB, FURCATE SPIDER","5,576",3,"4,212","5,339",Public,Commercial
2014,"CRAB, GOLDEN DEEPSEA","945,725",429,"2,548,188","3,229,642",Public,Commercial
2014,"CRAB, GREEN","202,991",92,"70,136","88,893",Public,Commercial
2014,"CRAB, GREEN CLINGING","383,986",174,"246,466","312,379",Public,Commercial
2014,"CRAB, HERMIT, GIANT",421,0,"1,426","1,807",Public,Commercial
2014,"CRAB, HERMIT, ORANGECLAW",,,,,Confidential,Commercial
2014,"CRAB, HERMIT, ORANGECLAW","19,788",9,"4,424","5,607",Public,Commercial
2014,"CRAB, HERMIT, POLKADOTTED","6,317",3,"2,762","3,500",Public,Commercial
2014,"CRAB, HERMIT, STAREYE",714,0,157,199,Public,Commercial
2014,"CRAB, HERMIT, THINSTRIPE","17,292",8,"7,752","9,826",Public,Commercial
2014,"CRAB, HERMIT, TRICOLOR","2,531,565","1,148","286,656","363,316",Public,Commercial
2014,"CRAB, HORSESHOE","2,587,150","1,174","2,282,753","2,893,222",Public,Commercial
2014,"CRAB, JONAH",,,,,Confidential,Commercial
2014,"CRAB, JONAH","17,587,878","7,978","13,595,997","17,231,935",Public,Commercial
2014,"CRAB, KING **","16,666,319","7,560","85,586,831","108,475,070",Public,Commercial
2014,"CRAB, LADY",,,,,Confidential,Commercial
2014,"CRAB, MITHRACULUS RUBER",,,,,Confidential,Commercial
2014,"CRAB, MITHRACULUS RUBER","1,292",1,"2,368","3,001",Public,Commercial
2014,"CRAB, NIMBLE SPRAY","3,702",2,"7,406","9,386",Public,Commercial
2014,"CRAB, PAGURISTES ERYTHROPS","2,034",1,432,548,Public,Commercial
2014,"CRAB, PAGURISTES PUNCTICEPS",916,0,386,489,Public,Commercial
2014,"CRAB, RED DEEPSEA",,,,,Confidential,Commercial
2014,"CRAB, RED ROCK",,,,,Confidential,Commercial
2014,"CRAB, RED ROCK","2,375,168","1,077","3,522,264","4,464,212",Public,Commercial
2014,"CRAB, RED-RIDGED CLINGING",,,,,Confidential,Commercial
2014,"CRAB, RED-RIDGED CLINGING","2,222",1,"2,828","3,584",Public,Commercial
2014,"CRAB, REDFINGER RUBBLE",365,0,"1,275","1,616",Public,Commercial
2014,"CRAB, SNOW","53,796,368","24,402","115,365,728","146,217,652",Public,Commercial
2014,"CRAB, SNOW/TANNER **",,,,,Confidential,Commercial
2014,"CRAB, SOUTHERN TANNER",,,,,Confidential,Commercial
2014,"CRAB, SOUTHERN TANNER","9,306,963","4,222","20,874,508","26,456,918",Public,Commercial
2014,"CRAB, SPOTTED PORCELAIN","12,752",6,"14,578","18,477",Public,Commercial
2014,"CRAB, YELLOWLINE ARROW","11,646",5,"10,970","13,904",Public,Commercial
2014,"CRABS, BOX **",29,0,92,116,Public,Commercial
2014,"CRABS, BRACHYURA **",,,,,Confidential,Commercial
2014,"CRABS, BRACHYURA **","188,350",85,"84,942","107,657",Public,Commercial
2014,"CRABS, CORAL SPIDER **","18,621",8,"18,741","23,753",Public,Commercial
2014,"CRABS, DECAPODA (ORDER) **",,,,,Confidential,Commercial
2014,"CRABS, DECAPODA (ORDER) **","144,634",66,"263,461","333,918",Public,Commercial
2014,"CRABS, FIDDLER **",,,,,Confidential,Commercial
2014,"CRABS, FIDDLER **","319,540",145,"12,202","15,465",Public,Commercial
2014,"CRABS, HERMIT, PAGUROIDEA (SUPERFAMILY) **","174,671",79,"49,094","62,223",Public,Commercial
2014,"CRABS, HERMIT, PAGURUS (GENUS) **",,,,,Confidential,Commercial
2014,"CRABS, LAND HERMIT **","15,097",7,"3,577","4,534",Public,Commercial
2014,"CRABS, MITHRACULUS **",,,,,Confidential,Commercial
2014,"CRABS, MITHRACULUS **",331,0,421,534,Public,Commercial
2014,"CRABS, SAND **",,,,,Confidential,Commercial
2014,"CRABS, SAND **","3,581",2,"75,542","95,745",Public,Commercial
2014,"CRABS, SPIDER **",,,,,Confidential,Commercial
2014,"CRABS, STONE **","2,015,434",914,"28,901,401","36,630,419",Public,Commercial
2014,CRAPPIES **,"3,318",2,"14,448","18,312",Public,Commercial
2014,CREOLE-FISH,,,,,Confidential,Commercial
2014,CREOLE-FISH,"1,121",1,"3,427","4,344",Public,Commercial
2014,CREOLE-FISH,304,0,,,Public,Recreational
2014,"CROAKER, ATLANTIC",,,,,Confidential,Commercial
2014,"CROAKER, ATLANTIC","8,369,129","3,796","7,473,416","9,472,010",Public,Commercial
2014,"CROAKER, ATLANTIC","11,039,283","5,007",,,Public,Recreational
2014,"CROAKER, BLACK",311,0,,,Public,Recreational
2014,"CROAKER, PACIFIC WHITE","16,381",7,"10,572","13,399",Public,Commercial
2014,"CROAKER, PACIFIC WHITE","24,708",11,,,Public,Recreational
2014,"CROAKER, REEF",,,,,Confidential,Commercial
2014,"CROAKER, SPOTFIN","48,149",22,,,Public,Recreational
2014,"CROAKER, YELLOWFIN","17,357",8,,,Public,Recreational
2014,CRUSTACEANS **,,,,,Confidential,Commercial
2014,CRUSTACEANS **,"949,328",431,"609,221","772,143",Public,Commercial
2014,CUBBYU,507,0,,,Public,Recreational
2014,"CUCUMBER, FLORIDA SEA","16,131",7,"11,317","14,343",Public,Commercial
2014,"CUCUMBERS, OTHER SEA **",,,,,Confidential,Commercial
2014,"CUCUMBERS, OTHER SEA **",905,0,"2,986","3,785",Public,Commercial
2014,"CUCUMBERS, SEA **",,,,,Confidential,Commercial
2014,"CUCUMBERS, SEA **","2,674,551","1,213","8,840,808","11,205,080",Public,Commercial
2014,CUNNER,,,,,Confidential,Commercial
2014,CUNNER,"5,640",3,"13,023","16,507",Public,Commercial
2014,CUNNER,"57,460",26,,,Public,Recreational
2014,CUSK,,,,,Confidential,Commercial
2014,CUSK,"106,938",49,"84,849","107,540",Public,Commercial
2014,CUSK,"383,448",174,,,Public,Recreational
2014,"CUTLASSFISH, ATLANTIC",,,,,Confidential,Commercial
2014,"CUTLASSFISH, ATLANTIC","186,383",85,"239,897","304,052",Public,Commercial
2014,"CUTLASSFISH, ATLANTIC","169,125",77,,,Public,Recreational
2014,CUTLASSFISHES **,"221,808",101,"295,102","374,021",Public,Commercial
2014,"DAMSELFISH, BICOLOR",,,,,Confidential,Commercial
2014,"DAMSELFISH, BICOLOR",99,0,151,191,Public,Commercial
2014,"DAMSELFISH, COCOA",11,0,20,25,Public,Commercial
2014,"DAMSELFISH, DUSKY",,,,,Confidential,Commercial
2014,"DAMSELFISH, LONGFIN",,,,,Confidential,Commercial
2014,"DAMSELFISH, THREESPOT",34,0,216,274,Public,Commercial
2014,"DAMSELFISH, YELLOWTAIL",464,0,"1,841","2,333",Public,Commercial
2014,DAMSELFISHES **,,,,,Confidential,Commercial
2014,DAMSELFISHES **,58,0,251,318,Public,Commercial
2014,DEALFISH,,,,,Confidential,Commercial
2014,"DICK, SLIPPERY",,,,,Confidential,Commercial
2014,"DICK, SLIPPERY",80,0,115,146,Public,Commercial
2014,DOCTORFISH,,,,,Confidential,Commercial
2014,DOCTORFISH,58,0,268,340,Public,Commercial
2014,DOCTORFISH,,,,,Public,Recreational
2014,"DOLLAR, NOTCHED SAND",,,,,Confidential,Commercial
2014,"DOLLAR, SAND",,,,,Confidential,Commercial
2014,"DOLLARS, KEYHOLE SAND **","1,803,124",818,"488,693","619,383",Public,Commercial
2014,"DOLLARS, OTHER SAND **",,,,,Confidential,Commercial
2014,"DOLLARS, OTHER SAND **","386,525",175,"60,583","76,784",Public,Commercial
2014,"DOLLARS, SIX-HOLED KEYHOLE SAND **",,,,,Confidential,Commercial
2014,"DOLPHIN,POMPANO","1,768",1,,,Public,Recreational
2014,DOLPHINFISH,,,,,Confidential,Commercial
2014,DOLPHINFISH,"858,858",390,"2,101,289","2,663,231",Public,Commercial
2014,DOLPHINFISH,"18,912,597","8,579",,,Public,Recreational
2014,DOLPHINFISH **,,,,,Confidential,Commercial
2014,DOLPHINFISH **,"2,236,370","1,014","5,962,525","7,557,065",Public,Commercial
2014,"DORIS, FLORIDA REGAL",,,,,Confidential,Commercial
2014,"DORIS, FLORIDA REGAL",436,0,"1,568","1,988",Public,Commercial
2014,"DORY, BUCKLER",,,,,Confidential,Commercial
2014,"DORY, BUCKLER","62,741",28,"71,832","91,042",Public,Commercial
2014,"DRIFTFISH, BLACK",,,,,Confidential,Commercial
2014,"DRIFTFISH, BLACK","8,467",4,"13,383","16,962",Public,Commercial
2014,"DRUM, BLACK",,,,,Confidential,Commercial
2014,"DRUM, BLACK","5,442,590","2,469","5,407,760","6,853,943",Public,Commercial
2014,"DRUM, BLACK","7,721,162","3,502",,,Public,Recreational
2014,"DRUM, BLACKBAR","3,000",1,,,Public,Recreational
2014,"DRUM, FRESHWATER",,,,,Confidential,Commercial
2014,"DRUM, FRESHWATER","1,036,044",470,"227,231","287,998",Public,Commercial
2014,"DRUM, FRESHWATER",,,,,Public,Recreational
2014,"DRUM, RED",,,,,Confidential,Commercial
2014,"DRUM, RED","148,923",68,"331,376","419,994",Public,Commercial
2014,"DRUM, RED","15,419,479","6,994",,,Public,Recreational
2014,"DRUM, SAND","121,847",55,,,Public,Recreational
2014,"DRUM, SPOTTED",,,,,Confidential,Commercial
2014,"DRUM, SPOTTED",92,0,"2,518","3,191",Public,Commercial
2014,"DRUM, STAR",624,0,,,Public,Recreational
2014,DRUMS,,,,,Public,Recreational
2014,DRUMS **,,,,,Confidential,Commercial
2014,DRUMS **,"1,362",1,550,698,Public,Commercial
2014,"DURGON, BLACK",,,,,Confidential,Commercial
2014,"DURGON, BLACK",,,,,Public,Recreational
2014,ECHINODERM **,,,,,Confidential,Commercial
2014,ECHINODERM **,321,0,"1,555","1,970",Public,Commercial
2014,"EEL, AMERICAN",,,,,Confidential,Commercial
2014,"EEL, AMERICAN","1,006,967",457,"2,552,391","3,234,970",Public,Commercial
2014,"EEL, AMERICAN","51,587",23,,,Public,Recreational
2014,"EEL, CONGER",,,,,Confidential,Commercial
2014,"EEL, CONGER","95,541",43,"68,637","86,993",Public,Commercial
2014,"EEL, CONGER","3,693",2,,,Public,Recreational
2014,"EEL, GOLDSPOTTED",5,0,113,143,Public,Commercial
2014,"EEL, MORAY, BLACKEDGE",,,,,Confidential,Commercial
2014,"EEL, MORAY, BLACKEDGE",53,0,182,231,Public,Commercial
2014,"EEL, MORAY, GOLDENTAIL",51,0,748,948,Public,Commercial
2014,"EEL, MORAY, GREEN",,,,,Confidential,Commercial
2014,"EEL, MORAY, GREEN",73,0,"4,516","5,723",Public,Commercial
2014,"EEL, MORAY, SPOTTED",,,,,Confidential,Commercial
2014,"EEL, MORAY, SPOTTED",196,0,"1,111","1,407",Public,Commercial
2014,"EEL, MORAY, SPOTTED",44,0,,,Public,Recreational
2014,"EEL, SHARPTAIL",,,,,Confidential,Commercial
2014,EELS **,,,,,Confidential,Commercial
2014,EELS **,"6,149",3,"11,496","14,570",Public,Commercial
2014,"EELS, CONGER **",381,0,"2,496","3,164",Public,Commercial
2014,"EELS, CUSK **",,,,,Confidential,Commercial
2014,"EELS, CUSK **","3,708",2,"4,294","5,443",Public,Commercial
2014,"EELS, MORAY",,,,,Public,Recreational
2014,"EELS, MORAY **",,,,,Confidential,Commercial
2014,"EELS, MORAY **","1,302",1,"2,909","3,687",Public,Commercial
2014,"EELS, SNAKE",,,,,Public,Recreational
2014,"EELS, SNAKE **",,,,,Confidential,Commercial
2014,"EMPEROR, BIGEYE","3,549",2,"12,348","15,650",Public,Commercial
2014,"EMPEROR, BIGEYE","3,571",2,,,Public,Recreational
2014,ESCOLAR,,,,,Confidential,Commercial
2014,ESCOLAR,"131,116",59,"154,685","196,051",Public,Commercial
2014,ESCOLAR,262,0,,,Public,Recreational
2014,"FILEFISH, ORANGESPOTTED",,,,,Confidential,Commercial
2014,"FILEFISH, ORANGESPOTTED",62,0,111,140,Public,Commercial
2014,"FILEFISH, PLANEHEAD","1,386",1,"1,078","1,366",Public,Commercial
2014,"FILEFISH, PLANEHEAD",,,,,Public,Recreational
2014,"FILEFISH, PYGMY",138,0,134,170,Public,Commercial
2014,"FILEFISH, SCRAWLED",,,,,Confidential,Commercial
2014,"FILEFISH, SCRAWLED",31,0,"1,422","1,802",Public,Commercial
2014,"FILEFISH, SCRAWLED",697,0,,,Public,Recreational
2014,"FILEFISH, UNICORN",,,,,Confidential,Commercial
2014,"FILEFISH, UNICORN","1,180",1,"2,243","2,843",Public,Commercial
2014,"FILEFISH, UNICORN","111,905",51,,,Public,Recreational
2014,"FILEFISH, WHITESPOTTED",,,,,Confidential,Commercial
2014,"FILEFISH, WHITESPOTTED",182,0,"1,235","1,564",Public,Commercial
2014,"FLAG, SPANISH",,,,,Public,Recreational
2014,"FLAGTAIL, HAWAIIAN","47,959",22,,,Public,Recreational
2014,FLAMEFISH,"1,755",1,"3,852","4,883",Public,Commercial
2014,FLATFISHES,"1,660",1,,,Public,Recreational
2014,FLATFISHES **,,,,,Confidential,Commercial
2014,FLATFISHES **,"48,198,300","21,863","6,694,957","8,485,371",Public,Commercial
2014,"FLOUNDER, AMERICAN PLAICE",,,,,Confidential,Commercial
2014,"FLOUNDER, AMERICAN PLAICE","2,816,927","1,278","4,746,140","6,015,387",Public,Commercial
2014,"FLOUNDER, ARROWTOOTH","112,116,262","50,856","9,509,420","12,052,496",Public,Commercial
2014,"FLOUNDER, ARROWTOOTH",55,0,,,Public,Recreational
2014,"FLOUNDER, DUSKY",307,0,,,Public,Recreational
2014,"FLOUNDER, FOURSPOT",,,,,Confidential,Commercial
2014,"FLOUNDER, FOURSPOT","8,101",4,"5,703","7,228",Public,Commercial
2014,"FLOUNDER, FOURSPOT",990,0,,,Public,Recreational
2014,"FLOUNDER, GULF","55,894",25,"149,041","188,898",Public,Commercial
2014,"FLOUNDER, GULF","946,332",429,,,Public,Recreational
2014,"FLOUNDER, GULF STREAM",,,,,Confidential,Commercial
2014,"FLOUNDER, PACIFIC, SANDDAB","4,914",2,,,Public,Recreational
2014,"FLOUNDER, PACIFIC, SANDDAB **",,,,,Confidential,Commercial
2014,"FLOUNDER, PACIFIC, SANDDAB **","177,248",80,"119,765","151,793",Public,Commercial
2014,"FLOUNDER, SOUTHERN","133,329",60,"395,578","501,365",Public,Commercial
2014,"FLOUNDER, SOUTHERN","3,286,890","1,491",,,Public,Recreational
2014,"FLOUNDER, STARRY",,,,,Confidential,Commercial
2014,"FLOUNDER, STARRY","47,145",21,"30,016","38,044",Public,Commercial
2014,"FLOUNDER, STARRY","3,326",2,,,Public,Recreational
2014,"FLOUNDER, SUMMER",,,,,Confidential,Commercial
2014,"FLOUNDER, SUMMER","7,914,412","3,590","23,941,108","30,343,609",Public,Commercial
2014,"FLOUNDER, SUMMER","16,245,251","7,369",,,Public,Recreational
2014,"FLOUNDER, WINTER",,,,,Confidential,Commercial
2014,"FLOUNDER, WINTER","4,365,066","1,980","8,616,082","10,920,255",Public,Commercial
2014,"FLOUNDER, WINTER","415,104",188,,,Public,Recreational
2014,"FLOUNDER, WITCH",,,,,Confidential,Commercial
2014,"FLOUNDER, WITCH","1,237,462",561,"3,075,250","3,897,655",Public,Commercial
2014,"FLOUNDER, YELLOWTAIL",,,,,Confidential,Commercial
2014,"FLOUNDER, YELLOWTAIL","3,000,103","1,361","3,758,718","4,763,900",Public,Commercial
2014,"FLOUNDER, YELLOWTAIL",75,0,,,Public,Recreational
2014,"FLOUNDER,PACIFIC,SANDDAB",,,,,Confidential,Commercial
2014,"FLOUNDER,PACIFIC,SANDDAB","419,220",190,"259,108","328,399",Public,Commercial
2014,"FLOUNDER,PACIFIC,SANDDAB","164,739",75,,,Public,Recreational
2014,"FLOUNDER,PACIFIC,SANDDAB,LONGFIN",159,0,,,Public,Recreational
2014,"FLOUNDER,PACIFIC,SANDDAB,SPECKLE",,,,,Public,Recreational
2014,"FLOUNDERS, LEFTEYED",,,,,Public,Recreational
2014,"FLOUNDERS, LEFTEYED **","1,061",0,"1,505","1,908",Public,Commercial
2014,"FLOUNDERS, PARALICHTHYS",,,,,Public,Recreational
2014,"FLOUNDERS, PARALICHTHYS **","4,720,760","2,141","13,429,960","17,021,495",Public,Commercial
2014,"FLOUNDERS, RIGHTEYE **","2,037",1,"1,575","1,996",Public,Commercial
2014,"FLYINGFISH, ATLANTIC",,,,,Public,Recreational
2014,FLYINGFISHES,,,,,Public,Recreational
2014,FLYINGFISHES **,,,,,Confidential,Commercial
2014,FORAMS **,"10,860",5,"19,601","24,843",Public,Commercial
