Area,Year,Key Species,Number Of Fish,Hr,Notes
Washington,2013,Other rockfish,"28,947",H,"Other rockfish include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown."
Washington,2013,Other rockfish,"38,768",R,
Washington,2013,Pacific halibut,"15,496",H,
Washington,2013,Pacific halibut,"3,132",R,
Washington,2014,Albacore tuna,"67,862",H,
Washington,2014,Albacore tuna,28,R,
Washington,2014,Black rockfish,"287,216",H,
Washington,2014,Black rockfish,"29,703",R,
Washington,2014,Cabezon,"2,621",R,
Washington,2014,Cabezon,"2,759",H,
Washington,2014,Chinook salmon,"102,743",R,
Washington,2014,Chinook salmon,"121,357",H,
Washington,2014,Coho salmon,"133,439",R,
Washington,2014,Coho salmon,"216,177",H,
Washington,2014,Greenlings (excluding lingcod),"13,753",R,
Washington,2014,Greenlings (excluding lingcod),"33,121",H,"Greenlings (excluding lingcod) include greenling family, greenling genus, kelp greenling, rock greenling, whitespotted greenling, longspine combfish, shortspine combfish, and painted greenling."
Washington,2014,Lingcod,"37,063",R,
Washington,2014,Lingcod,"47,532",H,
Washington,2014,Other flatfishes,"50,706",R,
Washington,2014,Other flatfishes,"53,697",H,"Other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, and diamond turbot."
Washington,2014,Other rockfish,"37,145",H,"Other rockfish include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown."
Washington,2014,Other rockfish,"42,023",R,
Washington,2014,Pacific halibut,"15,185",H,
Washington,2014,Pacific halibut,"3,798",R,
Washington,2015,Albacore tuna,"79,356",H,
Washington,2015,Albacore tuna,39,R,
Washington,2015,Black rockfish,"22,717",R,
Washington,2015,Black rockfish,"303,766",H,
Washington,2015,Cabezon,"1,542",R,
Washington,2015,Cabezon,"2,391",H,
Washington,2015,Chinook salmon,"114,845",H,
Washington,2015,Chinook salmon,"132,199",R,
Washington,2015,Coho salmon,"174,502",R,
Washington,2015,Coho salmon,"190,091",H,
Washington,2015,Greenlings (excluding lingcod),"5,650",R,
Washington,2015,Greenlings (excluding lingcod),"9,036",H,"Greenlings (excluding lingcod) include greenling family, greenling genus, kelp greenling, rock greenling, whitespotted greenling, longspine combfish, shortspine combfish, and painted greenling."
Washington,2015,Lingcod,"31,946",R,
Washington,2015,Lingcod,"41,781",H,
Washington,2015,Other flatfishes,"138,152",H,"Other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, and diamond turbot."
Washington,2015,Other flatfishes,"30,862",R,
Washington,2015,Other rockfish,"30,926",H,"Other rockfish include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown."
Washington,2015,Other rockfish,"34,488",R,
Washington,2015,Pacific halibut,"13,643",H,
Washington,2015,Pacific halibut,"4,072",R,
Washington,2016,Albacore tuna,"47,480",H,
Washington,2016,Albacore tuna,191,R,
Washington,2016,Black rockfish,"21,297",R,
Washington,2016,Black rockfish,"316,422",H,
Washington,2016,Cabezon,"1,644",R,
Washington,2016,Cabezon,"2,262",H,
Washington,2016,Chinook salmon,"58,620",H,
Washington,2016,Chinook salmon,"81,374",R,
Washington,2016,Coho salmon,"19,105",H,
Washington,2016,Coho salmon,"33,127",R,
Washington,2016,Greenlings (excluding lingcod),"13,278",H,"Greenlings (excluding lingcod) include greenling family, greenling genus, kelp greenling, rock greenling, whitespotted greenling, longspine combfish, shortspine combfish, and painted greenling."
Washington,2016,Greenlings (excluding lingcod),"4,597",R,
Washington,2016,Lingcod,"25,656",R,
Washington,2016,Lingcod,"54,564",H,
Washington,2016,Other flatfishes,"105,453",H,"Other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, and diamond turbot."
Washington,2016,Other flatfishes,"44,557",R,
Washington,2016,Other rockfish,"36,101",R,
Washington,2016,Other rockfish,"41,659",H,"Other rockfish include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown."
Washington,2016,Pacific halibut,"14,586",H,
Washington,2016,Pacific halibut,"3,504",R,
Washington,2017,Albacore tuna,"30,428",H,
Washington,2017,Albacore tuna,8,R,
Washington,2017,Black rockfish,"215,946",H,
Washington,2017,Black rockfish,"29,067",R,
Washington,2017,Cabezon,"1,966",R,
Washington,2017,Cabezon,"2,805",H,
Washington,2017,Chinook salmon,"177,876",R,
Washington,2017,Chinook salmon,"90,795",H,
Washington,2017,Coho salmon,"63,703",H,
Washington,2017,Coho salmon,"79,957",R,
Washington,2017,Greenlings (excluding lingcod),"3,268",R,
Washington,2017,Greenlings (excluding lingcod),"6,138",H,"Greenlings (excluding lingcod) include greenling family, greenling genus, kelp greenling, rock greenling, whitespotted greenling, longspine combfish, shortspine combfish, and painted greenling."
Washington,2017,Lingcod,"15,504",R,
Washington,2017,Lingcod,"54,048",H,
Washington,2017,Other flatfishes,"25,497",R,
Washington,2017,Other flatfishes,"44,497",H,"Other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, and diamond turbot."
Washington,2017,Other rockfish,"29,958",R,
Washington,2017,Other rockfish,"49,284",H,"Other rockfish include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown."
Washington,2017,Pacific halibut,"12,206",H,
Washington,2017,Pacific halibut,"2,448",R,
Washington,2018,Albacore tuna,"25,284",H,
Washington,2018,Albacore tuna,25,R,
Washington,2018,Black rockfish,"21,402",R,
Washington,2018,Black rockfish,"235,479",H,
Washington,2018,Cabezon,"2,059",R,
Washington,2018,Cabezon,"3,183",H,
Washington,2018,Chinook salmon,"123,924",R,
Washington,2018,Chinook salmon,"59,076",H,
Washington,2018,Coho salmon,"81,312",H,
Washington,2018,Coho salmon,"94,924",R,
Washington,2018,Greenlings (excluding lingcod),"4,562",H,"Greenlings (excluding lingcod) include greenling family, greenling genus, kelp greenling, rock greenling, whitespotted greenling, longspine combfish, shortspine combfish, and painted greenling."
Washington,2018,Greenlings (excluding lingcod),"4,862",R,
Washington,2018,Lingcod,"18,453",R,
Washington,2018,Lingcod,"47,553",H,
Washington,2018,Other flatfishes,"33,963",R,
Washington,2018,Other flatfishes,"58,945",H,"Other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, and diamond turbot."
Washington,2018,Other rockfish,"37,544",H,"Other rockfish include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown."
Washington,2018,Other rockfish,"38,674",R,
Washington,2018,Pacific halibut,"11,880",H,
Washington,2018,Pacific halibut,"2,779",R,
Washington,2019,Albacore tuna,"87,618",H,
Washington,2019,Albacore tuna,164,R,
Washington,2019,Black rockfish,"18,427",R,
Washington,2019,Black rockfish,"216,765",H,
Washington,2019,Cabezon,"2,751",R,
Washington,2019,Cabezon,"5,561",H,
Washington,2019,Chinook salmon,"58,244",H,
Washington,2019,Chinook salmon,"75,876",R,
Washington,2019,Coho salmon,"124,182",H,
Washington,2019,Coho salmon,"146,327",R,
Washington,2019,Greenlings (excluding lingcod),"3,588",R,
Washington,2019,Greenlings (excluding lingcod),"4,097",H,"Greenlings (excluding lingcod) include greenling family, greenling genus, kelp greenling, rock greenling, whitespotted greenling, longspine combfish, shortspine combfish, and painted greenling."
Washington,2019,Lingcod,"28,876",R,
Washington,2019,Lingcod,"53,970",H,
Washington,2019,Other flatfishes,"29,991",R,
Washington,2019,Other flatfishes,"76,756",H,"Other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, and diamond turbot."
Washington,2019,Other rockfish,"42,396",R,
Washington,2019,Other rockfish,"61,161",H,"Other rockfish include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown."
Washington,2019,Pacific halibut,"14,251",H,
Washington,2019,Pacific halibut,"3,101",R,
Washington,2020,Albacore tuna,"27,413",H,
Washington,2020,Albacore tuna,3,R,
Washington,2020,Black rockfish,"112,089",H,
Washington,2020,Black rockfish,"7,812",R,
Washington,2020,Cabezon,"2,182",R,
Washington,2020,Cabezon,"3,082",H,
Washington,2020,Chinook salmon,"27,690",H,
Washington,2020,Chinook salmon,"90,235",R,
Washington,2020,Coho salmon,"82,088",H,
Washington,2020,Coho salmon,"89,171",R,
Washington,2020,Greenlings (excluding lingcod),"4,462",R,
Washington,2020,Greenlings (excluding lingcod),"5,197",H,"Greenlings (excluding lingcod) include greenling family, greenling genus, kelp greenling, rock greenling, whitespotted greenling, longspine combfish, shortspine combfish, and painted greenling."
Washington,2020,Lingcod,"23,983",R,
Washington,2020,Lingcod,"38,359",H,
Washington,2020,Other flatfishes,"44,514",R,
Washington,2020,Other flatfishes,"94,270",H,"Other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, and diamond turbot."
Washington,2020,Other rockfish,"37,474",R,
Washington,2020,Other rockfish,"57,120",H,"Other rockfish include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown."
Washington,2020,Pacific halibut,"1,664",R,
Washington,2020,Pacific halibut,"10,744",H,
Washington,2021,Albacore tuna,"10,732",H,
Washington,2021,Albacore tuna,8,R,
Washington,2021,Black rockfish,"11,961",R,
Washington,2021,Black rockfish,"175,740",H,
Washington,2021,Cabezon,"2,026",R,
Washington,2021,Cabezon,"4,527",H,
Washington,2021,Chinook salmon,"36,594",H,
Washington,2021,Chinook salmon,"64,431",R,
Washington,2021,Coho salmon,"93,614",R,
Washington,2021,Coho salmon,"94,386",H,
Washington,2021,Greenlings (excluding lingcod),"2,964",R,
Washington,2021,Greenlings (excluding lingcod),"5,389",H,"Greenlings (excluding lingcod) include greenling family, greenling genus, kelp greenling, rock greenling, whitespotted greenling, longspine combfish, shortspine combfish, and painted greenling."
Washington,2021,Lingcod,"20,907",R,
Washington,2021,Lingcod,"60,285",H,
Washington,2021,Other flatfishes,"106,982",H,"Other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, and diamond turbot."
Washington,2021,Other flatfishes,"34,325",R,
Washington,2021,Other rockfish,"29,886",R,
Washington,2021,Other rockfish,"78,524",H,"Other rockfish include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown."
